56.75,44,1,0,2,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,86,2,0,2,0,0,0,2,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,128,3,0,2,0,0,0,2,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,170,4,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,212,5,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,254,6,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,296,7,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,338,8,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,380,9,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,422,10,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,464,11,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,506,12,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,548,13,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,590,14,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,632,15,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,674,16,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,716,17,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,758,18,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,800,19,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,842,20,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,884,21,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,926,22,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,968,23,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1010,24,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1052,25,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1094,26,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1136,27,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1178,28,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1220,29,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1262,30,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1304,31,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1346,32,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1388,33,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1430,34,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1472,35,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1514,36,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1556,37,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1598,38,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1640,39,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1682,40,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
56.75,1724,41,0,2,0,0,0,10,0,-1,-1,0,-1,-1,-1,-1,-1,-1,
