CRI#	Location	Date	Protocol	Date	Time	Site(s)	Length	Date/Time Processed																																																			
65500569	20205001	TYPE A	Lobeta v1.3	17.07.07	10.49.34	S#1 	897	11.28.07.17.53.33.EST																																																			
1 Hz	2 Hz	3 Hz	4 Hz	5 Hz	6 Hz	7 Hz	8 Hz	9 Hz	10 Hz	11 Hz	12 Hz	13 Hz	14 Hz	15 Hz	16 Hz	17 Hz	18 Hz	19 Hz	20 Hz	21 Hz	22 Hz	23 Hz	24 Hz	25 Hz	26 Hz	27 Hz	28 Hz	29 Hz	30 Hz	31 Hz	32 Hz	33 Hz	34 Hz	35 Hz	36 Hz	37 Hz	38 Hz	39 Hz	40 Hz	41 Hz	42 Hz	43 Hz	44 Hz	45 Hz	46 Hz	47 Hz	48 Hz	49 Hz	50 Hz	51 Hz	52 Hz	53 Hz	54 Hz	55 Hz	56 Hz	57 Hz	58 Hz	59 Hz	60 Hz
4.8448133	4.8448133	5.813776	2.8763695	0.19837031	1.6403699	1.6556292	0.38911098	1.106296	1.6479995	1.1520737	0.39674062	0.099185154	0.32044435	0.39674062	0.42725915	0.38148138	0.24414808	0.12970367	0.29755548	0.7095553	1.0681478	1.0910367	0.57222205	0.7019257	0.7019257	0.3662221	0.35096285	0.6408887	0.7248146	0.27466658	0.6179998	1.2588885	1.0528886	0.5035554	0.44251838	0.44251838	0.6179998	0.74007386	0.96133304	0.77822196	0.40437025	0.12207404	0.35096285	0.4196295	0.45014802	0.40437025	0.35096285	0.4196295	0.39674062	0.38911098	0.30518508	0.41199988	0.43488875	0.45777765	0.49592578	0.59511095	0.5188147	1.1291848	1.3199255
5.867183	5.867183	5.9511094	2.2049623	0.92318493	2.2583697	1.9302957	0.6714072	0.61037016	0.9994812	0.45014802	0.19074069	0.35859248	0.25940734	0.24414808	0.4196295	0.51118505	0.20599994	0.35096285	0.7095553	0.6027406	0.42725915	0.6027406	0.51118505	0.38148138	0.38148138	0.38148138	0.40437025	0.39674062	0.5035554	0.35096285	0.4730369	0.96896267	0.99185157	0.6256294	0.44251838	0.41199988	0.6179998	0.8087405	0.9994812	0.87740713	0.40437025	0.12207404	0.3662221	0.46540728	0.45777765	0.41199988	0.35096285	0.45014802	0.46540728	0.34333324	0.41199988	0.4196295	0.32044435	0.4730369	0.5035554	0.48829615	0.93844414	1.3580737	1.5411848
6.904813	6.904813	5.9282203	1.3428144	1.823481	2.5940733	1.823481	0.8316294	0.2822962	0.35859248	0.5569628	0.69429606	0.3662221	0.0839259	0.19074069	0.17548142	0.16022217	0.10681479	0.21362957	0.25940734	0.6637776	1.1749626	1.1749626	0.54933316	0.71718496	0.71718496	0.2517777	0.6179998	0.7324442	0.5035554	0.23651844	0.45777765	0.8545183	0.84688866	0.67903686	0.48829615	0.3662221	0.79348123	0.8926664	0.96133304	0.93844414	0.38911098	0.12207404	0.38148138	0.5035554	0.44251838	0.38148138	0.38148138	0.42725915	0.44251838	0.35096285	0.4196295	0.39674062	0.37385175	0.5035554	0.44251838	0.6637776	0.93081456	0.88503677	0.87740713
7.9348125	7.9348125	5.7374797	0.34333324	2.6245918	2.578814	1.3046663	0.7705924	1.1215552	1.4801477	1.3885921	0.82399976	0.10681479	0.32807398	0.48829615	0.5874813	0.61037016	0.29755548	0.28992584	0.80111086	0.79348123	0.48066652	0.7095553	0.67903686	0.59511095	0.59511095	0.48066652	0.35859248	0.6866665	0.82399976	0.2822962	0.63325906	1.0910367	0.90029603	0.5417035	0.65614796	0.34333324	0.86214787	0.87740713	1.0528886	0.96896267	0.42725915	0.12207404	0.39674062	0.5417035	0.49592578	0.38911098	0.44251838	0.49592578	0.41199988	0.46540728	0.46540728	0.3357036	0.48829615	0.37385175	0.59511095	0.6637776	0.76296276	1.5793328	1.6937773
8.949553	8.949553	5.371258	0.7858516	3.2502213	2.1744437	0.45014802	0.45014802	1.701407	2.2659993	1.5640736	0.43488875	0.24414808	0.34333324	0.29755548	0.42725915	0.48066652	0.11444441	0.3662221	0.34333324	0.57222205	1.2741477	1.2436292	0.49592578	0.5188147	0.5188147	0.26703694	0.59511095	0.48066652	0.6256294	0.44251838	0.7553331	1.6556292	1.1978515	0.48066652	0.6714072	0.35096285	0.7858516	1.0605181	1.1749626	0.9460738	0.46540728	0.12970367	0.4196295	0.5798517	0.5417035	0.4196295	0.46540728	0.49592578	0.40437025	0.45777765	0.39674062	0.45014802	0.51118505	0.59511095	0.61037016	0.57222205	0.96896267	1.6251106	1.5335552
9.941404	9.941404	4.837184	1.9608142	3.6164434	1.411481	0.59511095	0.16022217	1.6708884	2.1210363	0.92318493	0.2517777	0.44251838	0.099185154	0.22888882	0.27466658	0.29755548	0.23651844	0.19074069	0.79348123	0.96896267	0.5417035	0.88503677	0.8697775	0.9537034	0.9537034	0.38911098	0.6408887	0.8697775	0.54933316	0.3128147	0.5874813	1.2970366	1.3351848	0.5645924	0.5874813	0.35859248	0.8087405	1.1749626	1.22837	1.0071108	0.48829615	0.12970367	0.43488875	0.61037016	0.57222205	0.42725915	0.43488875	0.42725915	0.5264443	0.51118505	0.37385175	0.46540728	0.41199988	0.6179998	0.40437025	0.74007386	0.90029603	1.2588885	1.8768883
10.902738	10.902738	4.135258	3.1205175	3.68511	0.38148138	1.6479995	0.7324442	0.96133304	0.98422194	0.37385175	0.84688866	0.32044435	0.3128147	0.5798517	0.7477035	0.8087405	0.3128147	0.48066652	0.5340739	0.5188147	1.373333	1.2741477	0.5188147	0.46540728	0.46540728	0.39674062	0.40437025	0.7095553	0.90792567	0.3357036	0.5874813	1.1291848	1.0757774	0.7019257	0.5417035	0.4196295	0.79348123	1.1444441	1.1978515	1.1368145	0.5035554	0.12970367	0.45014802	0.63325906	0.5874813	0.41199988	0.48829615	0.4730369	0.5645924	0.4730369	0.48829615	0.51118505	0.39674062	0.41199988	0.6866665	0.7248146	1.0299997	1.6632588	2.1057773
11.825922	11.825922	3.2807398	4.2039247	3.4104435	0.77822196	2.45674	1.289407	0.37385175	0.7324442	1.4267403	0.9537034	0.099185154	0.4196295	0.35859248	0.38148138	0.32044435	0.099185154	0.1678518	0.67903686	1.1368145	0.6027406	1.1291848	1.0605181	1.0986663	1.0986663	0.26703694	0.77822196	0.5798517	0.8087405	0.5645924	0.82399976	1.411481	1.0299997	0.7324442	0.6485183	0.44251838	0.82399976	1.0299997	1.4496292	1.22837	0.49592578	0.12970367	0.46540728	0.6485183	0.5874813	0.48066652	0.5188147	0.46540728	0.5569628	0.42725915	0.51118505	0.38911098	0.5645924	0.6256294	0.7095553	0.65614796	1.1444441	1.4419996	1.3428144
12.6957	12.6957	2.2965178	5.1347394	2.8153324	1.9150364	2.8382213	1.5717032	1.5564439	2.3499253	1.945555	0.45777765	0.38911098	0.14496292	0.26703694	0.48829615	0.6637776	0.35859248	0.5264443	0.8163701	0.5035554	1.4725181	1.2741477	0.5340739	0.6866665	0.6866665	0.48829615	0.59511095	1.0071108	0.5798517	0.40437025	0.92318493	2.1210363	1.2741477	0.5874813	0.7705924	0.35859248	0.92318493	1.1215552	1.6098514	1.2665181	0.48829615	0.13733329	0.4730369	0.6637776	0.5645924	0.5264443	0.48829615	0.5798517	0.61037016	0.46540728	0.54933316	0.40437025	0.57222205	0.63325906	0.46540728	0.80111086	0.76296276	1.9608142	2.2202215
13.51207	13.51207	1.1902219	5.8442945	1.9302957	2.8534806	2.66274	1.4267403	2.4262216	3.0976286	1.4648885	0.35859248	0.4730369	0.26703694	0.6866665	0.8926664	0.90029603	0.26703694	0.24414808	0.46540728	1.2741477	0.6637776	1.3962218	1.2512589	0.90792567	0.90792567	0.25940734	0.5340739	0.7095553	0.9537034	0.41199988	0.7248146	1.678518	1.678518	0.51118505	0.92318493	0.34333324	0.9765923	1.0910367	1.6632588	1.2512589	0.51118505	0.13733329	0.48829615	0.6637776	0.5569628	0.54933316	0.45014802	0.6179998	0.5340739	0.5798517	0.48829615	0.5645924	0.5035554	0.6179998	0.7477035	0.7858516	1.2359996	2.1210363	1.9226661
14.252144	14.252144	0.26703694	6.2715535	0.8087405	3.4409618	1.8997772	0.82399976	2.4719992	2.5482955	0.39674062	1.0223701	0.20599994	0.4730369	0.4196295	0.32044435	0.2822962	0.19074069	0.4730369	1.045259	0.46540728	1.5640736	1.22837	0.5264443	1.1749626	1.1749626	0.40437025	0.9460738	0.6714072	1.0071108	0.6866665	0.7553331	1.4419996	1.289407	0.59511095	0.77822196	0.28992584	1.1978515	1.083407	1.5945921	1.411481	0.5645924	0.14496292	0.49592578	0.65614796	0.61037016	0.5417035	0.48829615	0.5798517	0.5340739	0.5340739	0.44251838	0.5569628	0.4196295	0.5264443	0.77822196	0.74007386	1.289407	1.2436292	2.5559251
14.915921	14.915921	1.2436292	6.3936276	0.44251838	3.563036	0.67903686	0.27466658	1.5335552	0.7858516	1.289407	1.083407	0.21362957	0.25940734	0.3128147	0.7324442	1.0299997	0.45777765	0.48829615	0.39674062	1.373333	0.7248146	1.678518	1.4267403	0.7477035	0.7477035	0.3662221	0.6027406	1.1444441	0.6485183	0.5798517	1.0910367	1.7777032	1.1215552	0.7248146	0.77822196	0.32807398	1.22837	1.2207403	1.5717032	1.5945921	0.6027406	0.14496292	0.51118505	0.71718496	0.6485183	0.5264443	0.48066652	0.6637776	0.5340739	0.6179998	0.5569628	0.5645924	0.63325906	0.7477035	0.5035554	0.8697775	0.7705924	2.2431104	2.7619252
15.495773	15.495773	2.5254066	6.164739	1.739555	3.1662953	0.77822196	1.2131108	0.45777765	1.5182959	2.1973326	0.46540728	0.5035554	0.18311106	0.80111086	0.9994812	0.8087405	0.17548142	0.3128147	1.1520737	0.5569628	1.6479995	1.1368145	0.69429606	1.5335552	1.5335552	0.26703694	0.63325906	0.7553331	0.9537034	0.4730369	1.1291848	2.66274	1.3885921	0.7553331	0.7858516	0.30518508	1.0605181	1.2054812	1.7166661	1.7166661	0.63325906	0.15259254	0.5188147	0.77822196	0.6714072	0.5874813	0.5340739	0.6485183	0.6866665	0.5340739	0.61037016	0.45014802	0.63325906	0.77822196	0.77822196	0.839259	1.3580737	2.0828884	1.945555
15.984069	15.984069	3.7919247	5.584887	2.9602954	2.2888882	2.2202215	2.0981476	1.9837031	3.4104435	2.006592	0.48829615	0.42725915	0.48829615	0.48829615	0.32044435	0.49592578	0.4196295	0.6866665	0.4730369	1.4267403	0.79348123	1.9608142	1.5411848	0.84688866	0.84688866	0.4730369	1.0605181	0.76296276	1.1902219	0.77822196	0.90029603	2.113407	1.9837031	0.59511095	0.86214787	0.35859248	1.1597034	1.3580737	1.7471846	1.7624439	0.6408887	0.15259254	0.5264443	0.8316294	0.6637776	0.6179998	0.61037016	0.5569628	0.69429606	0.51118505	0.63325906	0.57222205	0.59511095	0.5188147	0.8087405	0.8316294	1.3428144	2.2354808	2.784814
16.38081	16.38081	5.0202947	4.661702	3.975036	1.0223701	3.318888	2.5025177	3.3112583	3.9902952	0.7553331	1.2131108	0.11444441	0.3662221	0.35859248	1.0071108	1.3046663	0.48829615	0.2517777	1.1291848	0.6637776	1.7166661	1.1597034	0.8697775	1.4801477	1.4801477	0.22888882	0.6256294	1.2665181	0.7858516	0.87740713	0.98422194	1.8082217	1.7166661	0.5188147	1.167333	0.34333324	1.0681478	1.5182959	1.6479995	1.739555	0.6408887	0.16022217	0.5340739	0.8697775	0.6485183	0.6027406	0.61037016	0.6027406	0.71718496	0.5874813	0.5874813	0.6256294	0.48066652	0.79348123	0.6714072	0.92318493	1.0147405	2.5559251	2.2965178
16.670736	16.670736	6.1723685	3.4180732	4.70748	0.48829615	3.8224432	2.2202215	3.5248878	2.8611102	0.96133304	1.2207403	0.38911098	0.13733329	0.93081456	1.0605181	0.51118505	0.19837031	0.79348123	0.71718496	1.4267403	0.86214787	2.2431104	1.5869625	1.3046663	1.3046663	0.43488875	0.92318493	0.8087405	0.90029603	0.6256294	1.4572588	2.1973326	1.4801477	0.5874813	1.167333	0.26703694	1.22837	1.5030366	1.8005921	1.6403699	0.63325906	0.1678518	0.5340739	0.90792567	0.6866665	0.5569628	0.5645924	0.6027406	0.7477035	0.67903686	0.51118505	0.6637776	0.7019257	0.80111086	0.7705924	0.87740713	1.3809626	1.495407	3.3341472
16.846218	16.846218	7.2176275	1.9226661	5.050813	1.9608142	3.5782952	1.2436292	2.395703	0.7705924	2.2812586	0.45777765	0.54933316	0.4730369	0.5645924	0.3662221	1.045259	0.6408887	0.35096285	0.93081456	0.77822196	1.7853328	1.1978515	1.1139256	1.0757774	1.0757774	0.28992584	1.0910367	0.84688866	1.3580737	0.76296276	1.3504441	3.257851	1.6327403	0.69429606	1.0376294	0.25940734	1.2817774	1.2970366	1.9760735	1.8311106	0.71718496	0.17548142	0.54933316	0.93844414	0.7553331	0.57222205	0.6485183	0.7477035	0.61037016	0.6485183	0.61037016	0.5340739	0.67903686	0.71718496	0.8163701	0.9155553	1.289407	2.7924435	3.4867396
16.914885	16.914885	8.117924	0.46540728	4.9821467	3.2502213	2.5864437	0.42725915	0.63325906	2.5482955	2.4872584	0.6408887	0.29755548	0.46540728	0.41199988	1.2741477	1.3885921	0.35859248	0.7477035	1.0986663	1.3657033	0.92318493	2.5101473	1.5259255	1.9684439	1.9684439	0.2822962	0.63325906	1.373333	0.90792567	1.1902219	1.0757774	2.5940733	2.1973326	0.74007386	0.93844414	0.22125919	1.5030366	1.3962218	2.029481	1.945555	0.77822196	0.18311106	0.5798517	0.96133304	0.8087405	0.61037016	0.6637776	0.7705924	0.65614796	0.7095553	0.7019257	0.48829615	0.67903686	0.67903686	0.8163701	0.9994812	1.3275552	2.7390363	2.7008882
16.869106	16.869106	8.842738	1.5411848	4.4709616	4.135258	0.99185157	1.8082217	2.3270364	4.6311836	1.411481	1.4191107	0.15259254	0.12970367	1.0605181	1.0528886	0.44251838	0.46540728	0.6866665	0.61037016	1.0757774	1.8311106	1.2054812	1.6022217	0.93844414	0.93844414	0.44251838	1.2207403	0.8545183	0.9460738	0.8545183	1.2512589	2.1973326	2.25074	0.5569628	1.1215552	0.21362957	1.701407	1.3657033	1.9684439	1.9913328	0.82399976	0.19074069	0.6027406	0.96896267	0.8316294	0.61037016	0.6027406	0.7324442	0.7019257	0.5645924	0.7019257	0.7019257	0.5264443	0.88503677	0.7095553	0.9155553	1.4877774	2.3499253	3.5554063
16.708883	16.708883	9.376812	3.3494065	3.5477767	4.463332	0.90029603	3.0594807	4.280221	4.8677025	0.5874813	1.3504441	0.51118505	0.4196295	0.65614796	0.5035554	1.5640736	0.76296276	0.5188147	1.373333	1.2512589	0.98422194	2.7542956	1.3351848	2.1591845	2.1591845	0.22888882	1.0147405	1.0071108	1.4801477	0.8926664	1.8997772	2.6551104	1.8311106	0.51118505	1.3199255	0.22125919	1.6098514	1.2741477	2.334666	1.945555	0.84688866	0.19837031	0.6256294	0.96133304	0.839259	0.5798517	0.5798517	0.82399976	0.84688866	0.5798517	0.6866665	0.6637776	0.7477035	0.9155553	0.93844414	0.99185157	1.106296	2.8611102	2.6322215
16.426588	16.426588	9.697256	5.0737023	2.273629	4.1505175	2.746666	3.563036	4.829554	2.9984436	2.1515548	0.4196295	0.49592578	0.5264443	0.46540728	1.5259255	1.1902219	0.2517777	1.0071108	0.5035554	1.3657033	1.8692588	1.1902219	2.0981476	1.3504441	1.3504441	0.48829615	0.82399976	1.4572588	0.9994812	1.4343699	1.5106663	3.9063692	1.8005921	0.5417035	1.5869625	0.20599994	1.5259255	1.4419996	2.5482955	1.9226661	0.86214787	0.20599994	0.6485183	0.9460738	0.8163701	0.6714072	0.61037016	0.7858516	0.80111086	0.69429606	0.5645924	0.7095553	0.7095553	0.6179998	0.9460738	1.0757774	1.5793328	2.128666	4.219184
16.029846	16.029846	9.796441	6.5996275	0.7553331	3.2273324	4.158147	3.0823696	3.6088138	0.93081456	2.822962	0.82399976	0.14496292	0.18311106	1.1978515	0.96133304	0.7553331	0.8545183	0.38148138	1.4877774	1.0681478	1.0376294	2.967925	1.2817774	1.7166661	1.7166661	0.26703694	1.4725181	0.8697775	0.98422194	1.1139256	1.22837	3.1128879	2.2659993	0.59511095	1.3351848	0.22125919	1.5411848	1.4496292	2.5864437	2.1591845	0.84688866	0.21362957	0.6714072	0.9460738	0.77822196	0.7324442	0.5798517	0.6866665	0.87740713	0.76296276	0.6485183	0.54933316	0.76296276	0.9460738	0.6256294	0.93844414	1.6632588	3.2273324	4.2497025
15.511032	15.511032	9.651479	7.8508863	0.88503677	1.8082217	4.8219247	1.6632588	1.0223701	3.8300729	2.0599995	1.6403699	0.34333324	0.32044435	0.74007386	0.7553331	1.8997772	0.6485183	1.167333	0.6179998	1.6327403	1.8845179	1.1902219	2.5559251	2.2888882	2.2888882	0.42725915	0.9460738	1.2359996	1.5564439	0.9765923	1.6479995	2.6169622	2.7542956	0.6714072	1.3351848	0.2517777	1.4801477	1.5335552	2.4491103	2.3270364	0.8087405	0.22125919	0.69429606	1.0147405	0.84688866	0.7477035	0.67903686	0.7324442	0.86214787	0.7477035	0.77822196	0.6637776	0.57222205	0.96133304	1.0223701	1.0757774	0.98422194	3.3341472	3.6011841
14.885403	14.885403	9.269998	8.743553	2.517777	0.42725915	4.547258	0.6027406	2.45674	5.958739	0.5417035	1.4725181	0.54933316	0.5569628	0.5188147	1.739555	0.7324442	0.5035554	0.5035554	1.3962218	0.90792567	1.1520737	3.1357768	1.2741477	1.3962218	1.3962218	0.41199988	0.9765923	1.5030366	1.1215552	1.5411848	2.3880734	3.1434064	2.1210363	0.5188147	1.3199255	0.27466658	1.701407	1.7319254	2.395703	2.395703	0.839259	0.22888882	0.71718496	1.0757774	0.90029603	0.71718496	0.74007386	0.7324442	0.71718496	0.77822196	0.7553331	0.7705924	0.77822196	0.7858516	1.0376294	1.1520737	1.7242957	2.2354808	4.5319986
14.137699	14.137699	8.651998	9.20133	3.9979248	1.7242957	3.3494065	2.4872584	5.2339244	5.6611834	1.8005921	0.43488875	0.35096285	0.3128147	1.3504441	0.79348123	1.5335552	1.106296	1.0910367	0.9537034	1.8616291	1.8921475	1.3885921	2.9374065	2.8534806	2.8534806	0.3128147	1.6251106	0.8697775	0.99185157	1.678518	1.7853328	4.608295	1.8463699	0.48066652	1.4496292	0.27466658	1.7090366	1.7242957	2.5711844	2.357555	0.90029603	0.23651844	0.74007386	1.1291848	0.93081456	0.71718496	0.7248146	0.88503677	0.7553331	0.6027406	0.77822196	0.79348123	0.7705924	0.839259	0.6637776	0.96133304	1.7242957	3.318888	2.8916287
13.283181	13.283181	7.820368	9.186071	5.1881466	3.3494065	1.411481	4.0894804	6.3402205	2.8916287	2.9526658	1.045259	0.13733329	0.18311106	0.839259	1.1215552	1.9302957	0.39674062	0.99185157	1.0986663	0.8697775	1.2970366	3.2502213	1.2741477	1.5717032	1.5717032	0.5798517	0.96133304	1.4725181	1.5717032	1.1825923	1.6861477	3.646962	2.2049623	0.45014802	1.9226661	0.29755548	2.1362956	1.5182959	2.578814	2.4643695	0.9460738	0.24414808	0.7553331	1.1749626	0.93081456	0.77822196	0.7019257	0.90792567	0.8697775	0.6256294	0.61037016	0.67903686	0.839259	0.99185157	1.0681478	1.1444441	1.1215552	2.906888	5.157628
12.321848	12.321848	6.7674794	8.6901455	5.973998	4.5396285	0.90792567	4.6540728	5.180517	1.4343699	2.6245918	1.8768883	0.46540728	0.5264443	0.5798517	1.8845179	0.6408887	1.0910367	0.7248146	1.4038514	2.0447402	1.8768883	1.5869625	3.1891842	2.6551104	2.6551104	0.2822962	1.3428144	1.5030366	1.3962218	1.3962218	2.3728142	3.051851	3.1434064	0.45777765	1.945555	0.32807398	2.212592	1.5335552	2.4033327	2.7771842	0.96133304	0.2517777	0.77822196	1.2054812	0.90792567	0.80111086	0.7705924	0.86214787	0.98422194	0.79348123	0.6637776	0.5874813	0.61037016	1.0223701	1.0910367	1.2131108	1.7548143	3.47911	5.0202947
11.26133	11.26133	5.53148	7.7135534	6.286813	5.11948	3.1815546	3.9445174	1.9837031	5.31785	0.93844414	1.5717032	0.48066652	0.4196295	1.5106663	0.6637776	2.189703	1.0071108	1.4343699	0.71718496	0.80111086	1.4419996	3.3112583	1.6403699	2.3651845	2.3651845	0.6256294	1.6327403	0.93844414	0.93844414	2.166814	2.8305917	3.6545916	2.578814	0.5645924	1.6861477	0.32807398	1.8921475	1.5182959	2.6093326	2.9831843	0.96133304	0.25940734	0.79348123	1.2207403	0.8545183	0.7705924	0.76296276	0.9537034	0.88503677	0.8163701	0.84688866	0.8087405	0.79348123	0.69429606	0.6866665	0.96896267	1.6632588	3.7766654	4.6388135
10.109256	10.109256	4.1428876	6.286813	6.080813	4.9821467	4.936369	2.0523698	2.25074	7.3015532	1.2512589	0.44251838	0.14496292	0.12207404	0.93844414	1.495407	1.5640736	0.5569628	0.5188147	1.6861477	2.1744437	1.8387402	1.7624439	3.257851	1.8921475	1.8921475	0.40437025	0.90792567	1.701407	1.5106663	1.5411848	2.1439252	5.32548	2.2431104	0.5264443	1.5488143	0.4196295	2.0142217	1.3199255	2.8305917	3.07474	0.9460738	0.26703694	0.8087405	1.22837	0.8316294	0.69429606	0.67903686	0.8926664	1.0147405	0.8316294	0.7858516	0.7553331	0.84688866	1.0757774	1.0681478	1.2054812	1.5030366	2.1439252	5.6001463
8.865627	8.865627	2.6245918	4.4785914	5.3559985	4.1276283	5.7985168	0.79348123	6.0502944	6.2715535	2.8534806	1.2970366	0.27466658	0.45014802	0.6485183	1.9608142	1.1215552	1.4877774	1.6327403	0.5569628	0.82399976	1.5793328	3.3036287	1.9608142	3.4409618	3.4409618	0.46540728	1.7548143	1.4648885	1.6403699	1.5640736	2.2049623	4.1886654	2.5101473	0.43488875	1.8005921	0.44251838	1.8539995	1.5259255	2.8611102	3.0365918	0.90029603	0.2822962	0.82399976	1.2207403	0.88503677	0.7324442	0.67903686	0.7858516	0.9460738	0.80111086	0.8545183	0.839259	0.8926664	1.0910367	1.0910367	1.2741477	1.7090366	3.89111	3.1968138
7.5457015	7.5457015	1.0223701	2.3880734	4.173406	2.6703696	5.539109	3.1815546	7.957701	2.4796288	3.0289621	2.1210363	0.4730369	0.48829615	1.678518	0.6179998	2.5482955	0.5798517	0.71718496	1.7471846	2.2431104	1.7929624	1.9226661	3.0899992	1.6327403	1.6327403	0.7248146	1.4572588	1.0986663	1.0681478	2.4491103	3.2044435	3.4943693	3.357036	0.38911098	2.0599995	0.6179998	2.067629	1.5488143	2.7695546	2.8611102	0.96896267	0.2822962	0.8316294	1.1978515	0.92318493	0.76296276	0.69429606	0.82399976	0.839259	0.6637776	0.6408887	0.6179998	0.6256294	0.8087405	0.87740713	0.96896267	1.4725181	3.624073	6.1265907
6.14948	6.14948	0.6179998	0.54933316	2.601703	0.7858516	4.173406	5.0889616	7.0955534	2.6245918	1.6708884	1.6479995	0.3128147	0.14496292	1.045259	1.8463699	0.9537034	1.3275552	1.4572588	0.76296276	0.9765923	1.7166661	3.2273324	2.746666	3.646962	3.646962	0.40437025	1.1520737	1.9226661	1.3657033	2.006592	3.1281471	4.181036	3.3036287	0.4196295	2.494888	0.7019257	2.1591845	1.5411848	3.2273324	2.9450362	1.045259	0.28992584	0.84688866	1.22837	0.92318493	0.7477035	0.6637776	0.839259	0.839259	0.6485183	0.65614796	0.71718496	0.79348123	0.96896267	1.0071108	1.2665181	1.7929624	3.4943693	5.752739
4.6998506	4.6998506	2.273629	2.2354808	0.77822196	1.2359996	1.9150364	5.6840725	3.540147	6.9429607	0.69429606	0.44251838	0.10681479	0.32044435	0.7019257	1.9608142	2.1057773	1.4191107	1.411481	1.5488143	2.2354808	1.7242957	2.2812586	2.66274	2.2659993	2.2659993	0.87740713	2.0447402	1.373333	1.8463699	1.5564439	2.4033327	6.0579243	2.685629	0.43488875	2.1515548	0.63325906	2.4719992	1.7700735	3.47911	3.151036	1.0910367	0.29755548	0.8545183	1.3199255	0.90792567	0.7248146	0.7858516	0.99185157	1.0147405	0.86214787	0.8926664	0.88503677	0.90029603	1.0605181	1.045259	1.3275552	1.9226661	4.0208135	5.7985168
3.1891842	3.1891842	3.89111	4.5396285	1.1368145	3.1357768	0.90029603	4.71511	1.7319254	8.560442	2.517777	1.5869625	0.3662221	0.49592578	1.8539995	0.6179998	2.4719992	0.6637776	0.8926664	1.2665181	1.1139256	1.8463699	3.0823696	3.624073	2.784814	2.784814	0.5417035	1.2970366	1.2436292	1.2207403	2.4109623	2.7008882	4.722739	2.6551104	0.5417035	2.0828884	0.71718496	2.7771842	1.7853328	3.4867396	3.234962	1.1215552	0.30518508	0.86214787	1.4038514	0.86214787	0.82399976	0.8316294	0.99185157	1.0910367	0.8316294	0.80111086	0.8697775	0.93844414	1.0910367	1.0299997	0.96133304	1.1520737	2.4262216	6.7217016
1.6403699	1.6403699	5.4399242	6.653035	3.0213325	4.6311836	3.5172582	2.3728142	6.576739	6.6225166	3.2273324	2.3728142	0.3662221	0.25940734	1.1597034	2.166814	0.8926664	1.8921475	1.9531846	1.106296	2.1515548	1.6403699	2.7542956	2.311777	3.7614062	3.7614062	0.7248146	1.3199255	2.1210363	1.289407	2.7924435	4.0208135	3.9368877	3.318888	0.5188147	1.9913328	0.6637776	2.601703	1.5945921	3.2502213	3.1815546	1.1215552	0.30518508	0.8697775	1.4725181	0.8926664	0.88503677	0.7858516	0.9537034	1.0223701	0.8926664	0.90792567	0.79348123	0.65614796	0.7477035	0.90029603	1.3122959	1.9760735	4.280221	3.7614062
0.3662221	0.3662221	6.8666644	8.476516	4.6922207	5.5009613	5.630665	0.96896267	9.552294	1.8845179	2.3194067	1.6937773	0.10681479	0.16022217	0.7705924	1.8692588	2.8763695	0.77822196	0.6485183	1.7319254	1.4038514	1.9684439	2.8611102	4.379406	2.2202215	2.2202215	0.93844414	2.166814	1.3809626	1.9913328	1.9608142	3.151036	4.6922207	3.9139988	0.46540728	2.2278512	0.839259	2.4262216	1.5106663	3.1662953	2.990814	1.106296	0.3128147	0.8697775	1.5259255	0.96896267	0.88503677	0.79348123	1.0376294	1.1215552	0.80111086	0.6866665	0.65614796	0.7705924	1.1749626	1.1520737	1.3657033	2.0142217	4.2039247	7.087924
1.5182959	1.5182959	8.140812	9.903256	6.0274057	5.607776	6.7064424	3.807184	9.269998	4.1428876	0.6027406	0.48066652	0.22125919	0.43488875	2.029481	0.7858516	1.8692588	1.5411848	2.113407	0.76296276	1.9913328	1.5411848	3.2044435	2.2431104	4.5319986	4.5319986	0.5798517	1.2588885	1.3809626	1.3275552	2.1591845	2.5025177	6.7903686	2.990814	0.42725915	2.8534806	0.90029603	2.4262216	1.5182959	3.3646657	3.234962	1.0681478	0.32807398	0.87740713	1.5717032	1.0071108	0.8316294	0.84688866	0.9537034	0.99185157	0.7019257	0.67903686	0.8697775	0.9460738	1.1825923	1.1444441	0.9460738	1.1749626	3.257851	6.408887
3.1205175	3.1205175	9.224219	10.834071	6.8895535	4.9211097	6.5004425	5.9511094	5.584887	8.606219	1.9608142	1.9150364	0.3357036	0.35096285	1.2741477	2.4414806	1.5945921	1.8845179	0.9765923	1.9608142	1.8158513	2.0752587	2.5635548	4.9439983	2.4796288	2.4796288	1.1902219	1.7777032	2.2888882	1.3199255	3.3417768	3.4104435	5.241554	2.601703	0.5035554	2.9450362	1.1978515	2.3194067	1.3504441	3.3265176	3.501999	1.1749626	0.34333324	0.87740713	1.5945921	1.0223701	0.84688866	0.8087405	0.84688866	0.93081456	0.74007386	0.90792567	0.8545183	0.96133304	0.80111086	0.7477035	1.3504441	2.029481	4.005554	7.042146
