CRI#	Location	Date	Protocol	Date	Time	Site(s)	Length	Date/Time Processed																																																			
65500569	20205001	TYPE A	Lobeta v1.3	17.07.07	10.49.34	S#1 	897	11.28.07.17.53.33.EST																																																			
1 Hz	2 Hz	3 Hz	4 Hz	5 Hz	6 Hz	7 Hz	8 Hz	9 Hz	10 Hz	11 Hz	12 Hz	13 Hz	14 Hz	15 Hz	16 Hz	17 Hz	18 Hz	19 Hz	20 Hz	21 Hz	22 Hz	23 Hz	24 Hz	25 Hz	26 Hz	27 Hz	28 Hz	29 Hz	30 Hz	31 Hz	32 Hz	33 Hz	34 Hz	35 Hz	36 Hz	37 Hz	38 Hz	39 Hz	40 Hz	41 Hz	42 Hz	43 Hz	44 Hz	45 Hz	46 Hz	47 Hz	48 Hz	49 Hz	50 Hz	51 Hz	52 Hz	53 Hz	54 Hz	55 Hz	56 Hz	57 Hz	58 Hz	59 Hz	60 Hz
3.379925	3.379925	0.1678518	0.22125919	0.27466658	0.17548142	0.099185154	0.007629627	0.49592578	0.7858516	0.59511095	0.32807398	0.19837031	0.16022217	0.06103702	0.11444441	0.21362957	0.18311106	0.21362957	0.34333324	0.4730369	0.57222205	0.5569628	0.38148138	0.32044435	0.32044435	0.2822962	0.24414808	0.27466658	0.2822962	0.16022217	0.22888882	0.35859248	0.39674062	0.3128147	0.24414808	0.23651844	0.35096285	0.44251838	0.45014802	0.37385175	0.22125919	0.12207404	0.17548142	0.22888882	0.22125919	0.20599994	0.20599994	0.21362957	0.21362957	0.19074069	0.18311106	0.20599994	0.24414808	0.29755548	0.32807398	0.38148138	0.5188147	0.6485183	0.5569628
2.8077028	2.8077028	0.5035554	0.8316294	0.8316294	0.7095553	0.29755548	0.007629627	0.29755548	0.7095553	0.7019257	0.45014802	0.24414808	0.18311106	0.18311106	0.07629627	0.0839259	0.068666644	0.0839259	0.16022217	0.20599994	0.24414808	0.2517777	0.18311106	0.21362957	0.21362957	0.24414808	0.34333324	0.42725915	0.38911098	0.25940734	0.27466658	0.4730369	0.5340739	0.38911098	0.26703694	0.25940734	0.3128147	0.41199988	0.48066652	0.43488875	0.24414808	0.12207404	0.19074069	0.2517777	0.2517777	0.22888882	0.22125919	0.20599994	0.23651844	0.2517777	0.25940734	0.25940734	0.2517777	0.3128147	0.35096285	0.39674062	0.5264443	0.7019257	0.7095553
2.1744437	2.1744437	1.1825923	1.4648885	1.373333	1.1978515	0.6866665	0.045777764	0.10681479	0.26703694	0.42725915	0.28992584	0.10681479	0.053407393	0.11444441	0.22888882	0.19074069	0.14496292	0.2517777	0.42725915	0.5569628	0.6637776	0.6637776	0.44251838	0.24414808	0.24414808	0.19837031	0.19074069	0.27466658	0.26703694	0.17548142	0.4196295	0.67903686	0.63325906	0.4730369	0.35859248	0.27466658	0.38911098	0.5035554	0.5569628	0.4730369	0.25940734	0.12207404	0.20599994	0.2822962	0.27466658	0.24414808	0.22125919	0.27466658	0.28992584	0.27466658	0.24414808	0.27466658	0.28992584	0.24414808	0.22888882	0.2822962	0.44251838	0.51118505	0.4196295
1.4725181	1.4725181	1.8921475	2.0828884	1.8387402	1.5640736	1.0071108	0.099185154	0.46540728	0.3662221	0.17548142	0.10681479	0.11444441	0.16022217	0.09155553	0.11444441	0.25940734	0.18311106	0.099185154	0.16022217	0.19837031	0.26703694	0.26703694	0.18311106	0.39674062	0.39674062	0.37385175	0.35859248	0.3662221	0.3128147	0.1678518	0.3128147	0.5340739	0.5188147	0.37385175	0.37385175	0.35096285	0.40437025	0.54933316	0.6027406	0.49592578	0.26703694	0.12207404	0.22888882	0.30518508	0.29755548	0.24414808	0.27466658	0.30518508	0.28992584	0.28992584	0.28992584	0.2517777	0.21362957	0.30518508	0.38148138	0.45014802	0.57222205	0.77822196	0.8545183
0.7095553	0.7095553	2.6169622	2.6474807	2.1820734	1.739555	1.167333	0.18311106	0.74007386	0.96133304	0.6866665	0.43488875	0.28992584	0.24414808	0.24414808	0.1678518	0.0839259	0.068666644	0.24414808	0.4730369	0.63325906	0.76296276	0.7705924	0.49592578	0.21362957	0.21362957	0.20599994	0.34333324	0.5035554	0.49592578	0.26703694	0.27466658	0.48829615	0.48066652	0.35859248	0.32807398	0.37385175	0.49592578	0.5645924	0.6027406	0.49592578	0.27466658	0.12207404	0.24414808	0.32807398	0.30518508	0.27466658	0.30518508	0.28992584	0.32807398	0.30518508	0.22125919	0.22125919	0.28992584	0.35096285	0.41199988	0.46540728	0.5340739	0.71718496	0.839259
0.21362957	0.21362957	3.318888	3.1128879	2.3422956	1.6556292	1.106296	0.25940734	0.74007386	1.1902219	0.96896267	0.5645924	0.2517777	0.099185154	0.15259254	0.30518508	0.32044435	0.22125919	0.18311106	0.22125919	0.26703694	0.29755548	0.3357036	0.24414808	0.48829615	0.48829615	0.3357036	0.24414808	0.3128147	0.3357036	0.22125919	0.37385175	0.63325906	0.59511095	0.41199988	0.29755548	0.30518508	0.5645924	0.7019257	0.7324442	0.59511095	0.2822962	0.12207404	0.25940734	0.34333324	0.30518508	0.3128147	0.29755548	0.34333324	0.32807398	0.2517777	0.23651844	0.32044435	0.32807398	0.37385175	0.2822962	0.34333324	0.6408887	0.90029603	0.88503677
0.96896267	0.96896267	3.9902952	3.4485915	2.2888882	1.3122959	0.7858516	0.30518508	0.41199988	0.8926664	0.7553331	0.35096285	0.068666644	0.13733329	0.11444441	0.10681479	0.2517777	0.12207404	0.18311106	0.4730369	0.6866665	0.86214787	0.88503677	0.5417035	0.28992584	0.28992584	0.32807398	0.46540728	0.48066652	0.3662221	0.1678518	0.5188147	0.93844414	0.84688866	0.5188147	0.35859248	0.32807398	0.5417035	0.7705924	0.839259	0.6866665	0.32044435	0.12207404	0.27466658	0.35859248	0.32807398	0.3357036	0.32044435	0.34333324	0.28992584	0.25940734	0.3357036	0.3128147	0.35859248	0.26703694	0.42725915	0.5264443	0.7324442	1.0299997	1.0757774
1.8845179	1.8845179	4.600665	3.6164434	2.0142217	0.7324442	0.2517777	0.2822962	0.18311106	0.24414808	0.20599994	0.14496292	0.24414808	0.28992584	0.3128147	0.2822962	0.1678518	0.14496292	0.2822962	0.37385175	0.32807398	0.32807398	0.4196295	0.29755548	0.43488875	0.43488875	0.23651844	0.3128147	0.5798517	0.61037016	0.27466658	0.38911098	0.7324442	0.6714072	0.5874813	0.4196295	0.28992584	0.5264443	0.74007386	0.88503677	0.7477035	0.35096285	0.12207404	0.29755548	0.37385175	0.37385175	0.3357036	0.35859248	0.29755548	0.30518508	0.35096285	0.32807398	0.35859248	0.25940734	0.44251838	0.45014802	0.5264443	0.4730369	0.61037016	0.6256294
2.8382213	2.8382213	5.11948	3.5782952	1.5106663	0.18311106	0.4196295	0.14496292	0.7477035	0.82399976	0.69429606	0.54933316	0.35096285	0.17548142	0.19837031	0.37385175	0.44251838	0.24414808	0.12970367	0.39674062	0.71718496	0.96133304	0.99185157	0.5645924	0.51118505	0.51118505	0.44251838	0.32044435	0.35096285	0.4196295	0.2822962	0.35859248	0.6485183	0.6179998	0.4730369	0.5188147	0.34333324	0.54933316	0.7248146	0.87740713	0.77822196	0.38148138	0.12207404	0.3128147	0.38148138	0.41199988	0.32807398	0.35096285	0.3357036	0.3662221	0.3662221	0.37385175	0.26703694	0.3357036	0.45777765	0.38911098	0.41199988	0.8163701	1.167333	1.2359996
3.8300729	3.8300729	5.53148	3.3417768	0.8163701	0.84688866	1.106296	0.0839259	1.1368145	1.5488143	1.2207403	0.6866665	0.20599994	0.099185154	0.15259254	0.11444441	0.17548142	0.07629627	0.34333324	0.5645924	0.42725915	0.37385175	0.51118505	0.35859248	0.34333324	0.34333324	0.24414808	0.5569628	0.59511095	0.43488875	0.18311106	0.48829615	0.8316294	0.74007386	0.42725915	0.44251838	0.3662221	0.5188147	0.77822196	0.86214787	0.77822196	0.39674062	0.12207404	0.32807398	0.38148138	0.44251838	0.37385175	0.3128147	0.32807398	0.42725915	0.39674062	0.30518508	0.3128147	0.40437025	0.32044435	0.45014802	0.59511095	0.86214787	1.1368145	1.1597034
