0.000000,0.000000,0.200000
1.179950,4.004260,0.200000
1.179950,4.004260,-0.100000
1.179950,4.004260,-0.100000
1.179950,3.980210,-0.100000
1.175140,3.980210,-0.100000
1.175140,4.004260,-0.100000
1.175140,4.004260,0.200000
1.137080,3.324440,0.200000
1.137080,3.324440,-0.100000
1.137080,3.324440,-0.100000
1.187870,3.347020,-0.100000
1.255590,3.369600,-0.100000
1.340240,3.397820,-0.100000
1.419250,3.426050,-0.100000
1.498260,3.454280,-0.100000
1.554700,3.471220,-0.100000
1.588550,3.482510,-0.100000
1.644990,3.482510,-0.100000
1.701420,3.482510,-0.100000
1.746570,3.482510,-0.100000
1.797360,3.488150,-0.100000
1.842510,3.493800,-0.100000
1.887650,3.505080,-0.100000
1.932800,3.516370,-0.100000
1.977950,3.533310,-0.100000
2.040020,3.538950,-0.100000
2.102100,3.533310,-0.100000
2.164180,3.522020,-0.100000
2.237540,3.505080,-0.100000
2.305260,3.488150,-0.100000
2.378620,3.459930,-0.100000
2.446350,3.431700,-0.100000
2.519710,3.397820,-0.100000
2.660790,3.330090,-0.100000
2.796230,3.262340,-0.100000
2.914740,3.200240,-0.100000
3.016330,3.149440,-0.100000
3.084050,3.109930,-0.100000
3.146120,3.070400,-0.100000
3.213850,3.030890,-0.100000
3.281560,2.991380,-0.100000
3.349290,2.951860,-0.100000
3.411360,2.917990,-0.100000
3.473440,2.884120,-0.100000
3.676600,2.771220,-0.100000
3.823330,2.686540,-0.100000
3.970060,2.601860,-0.100000
4.116780,2.517180,-0.100000
4.269150,2.438150,-0.100000
4.415880,2.364770,-0.100000
4.562610,2.291380,-0.100000
4.703700,2.223640,-0.100000
4.737550,2.195410,-0.100000
4.771420,2.172830,-0.100000
4.805280,2.150250,-0.100000
4.844780,2.127670,-0.100000
4.929430,2.099440,-0.100000
5.019720,2.076860,-0.100000
5.121270,2.065580,-0.100000
5.222850,2.059930,-0.100000
5.291470,2.059930,-0.100000
5.830790,2.102410,-0.100000
6.270340,2.147770,-0.100000
6.295100,2.150250,-0.100000
6.320900,2.150250,-0.100000
6.525260,2.148040,-0.100000
7.341760,2.122920,-0.100000
7.355740,2.125380,-0.100000
7.405650,2.142020,-0.100000
7.421560,2.153100,-0.100000
7.433180,2.178360,-0.100000
7.423870,2.212490,-0.100000
7.410200,2.230230,-0.100000
7.369100,2.267680,-0.100000
7.209970,2.362580,-0.100000
6.944900,2.443610,-0.100000
6.540530,2.475180,-0.100000
6.430540,2.466380,-0.100000
6.295100,2.455090,-0.100000
6.159650,2.443800,-0.100000
6.024210,2.426860,-0.100000
5.883130,2.415570,-0.100000
5.747690,2.404280,-0.100000
5.628300,2.399500,-0.100000
5.590000,2.402680,-0.100000
5.571570,2.406020,-0.100000
5.578960,2.412030,-0.100000
5.624150,2.418040,-0.100000
5.650030,2.427760,-0.100000
5.673640,2.438210,-0.100000
5.693370,2.463020,-0.100000
5.687850,2.487510,-0.100000
5.677060,2.497540,-0.100000
5.658390,2.510010,-0.100000
5.530580,2.551740,-0.100000
5.449060,2.562350,-0.100000
5.386510,2.562350,-0.100000
